userName,content
Khoirun Nazihah,"Saya sudah lama menggunakan dana, tapi saya sangat kecewa ketika transaksi saya gagal dan pengembalian dananya tidak masuk ke rekening. Mohon ditinjau lebih lanjut lagi terkait pelayanannya, karena ini sangat mengurangi kepercayaan pada dana. Terimakasih"
B 490 NG,"Aplikasi nya si bagus, HANYA YANG JELEK PELAYANAN NYA. BAIK ITU PELAYANAN VIA EMAIL,LIVE CHEAT DAN CALL CENTER SEMUA PELAYANAN NYA JELEK."
Hani Nur Irzat,"Mengeluhkan tidak menjamin saldo kembali, yg sudah terpotong otomatis tanpa andannya transaksi dri user pengguna, ke amanan akun sangat mengecewakan."
Eric Liu,Jangan mudah percaya sama promonya.kirim uang juga bisa tiba2 gagal.padahal sebelumnya statusnya berhasil.Tapi di rekening tujuan tidak ada masuk.
Putri Mellyana,"Knpa skrg udah banyak update malah sering hang aplikasinya, susah banget masuk ke akun warna tampilannya abu2 semua. sekarang mau login akun sendiri aja susah, otp kaga masuk2"
sigit ridha pratama,dulu gw suka banget ama aplikasi n..karena cepet . tapi sekarang seperti aplikasi sampah pada umumnya..kebanyakan fitur yang gak jelas.lemoottnya minta ampun. csnya di hubungin sama lemotnya seperti aplikasinya. pokoknya serbaa lamaaaaa....developernya kalo liat ulasan ini.tolong ganti csnya yang lemot lemot ituu..
Abd Rahim Leo,"Aplikasinya bagus, lengkap, aman, gampang topup. cmn yg jadi kekurangan adalah tiap pembelian pulsa, itu suaah bgtu. lama bgt loading2nya. andaikan optimal pasti saya kasi bintang 5"
Divya Nurfakhirah,"Kenapa ya dari kemarin saat mau isi saldo dari rekening selalu sistem sedang sibuk terus, gmn mau transaksi melalui dana kalau begini? Tolong dong dana di perbaiki."
Mochammad Akbar Ponco Karyo,"Untuk aplikasi ini cukup membantu/mempermudah saya untuk bertransaksi, tapi hanya satu kekurangannya yaitu kalo isi saldo harus ke Alfamart sedangkan dari rumah ke Alfamart jauh( yang dekat malah Indomaret). Jadi buat admin, tolong di tambahin fitur isi saldo di Indomaret yaa......"
irpan suteja,sangat berguna untuk transaksi di zaman serba digital selain rekening bank...karena DANA lebih simpel dan komplit...tingkatkan terus aplikasi ini ya?
Elkhwarizmi 6,"Aneh mau login pin udah bner tetep gak bisa, perbaiki lagi aplikasinya apa apa susah sekarang udah bisa min untung duitnya gak hilang, untuk kedepannya diharapkan untuk tidak ada eror login lagi"
Haykal Dafa,"kacau, server lemot parah, kalau tranasaksi pakai qris juga sering banget ""server sibuk"", dan itu buat transaksi jadi kacau. sinkronisasi juga lambat, jadi sering salah paham. padahal jaringan lancar terus, aneh. saran saya coba diperbaiki lagi servernya, biar transaksi dan ini jadi lebih mudah, ngga bikin kesulitan kaya gini."
Annie Rehantri,"Semakin diperbarui. Semakin lemot .. mulai versi 33 smp saat ini versi 34. Sy kira dr 33 ke 34 menjadi lbh baik. Trnyata tidak. Klaim daget, sm kyk versi 33. Lbh sering stag di beranda . Jd harus klik 2 x utk bs terbuka halaman daget. Itupun sll seringkali kehabisan waktu. Tolong lah pikirkan pemakai HP muddle-end yg mayoritas dipakai kaum pedaget .... Beda jauh operasional versi seblm 33 ... Versi lama : LANCAR. TDK ADA KEJADIAN STAG DI BERANDA. KLAIM CUKUP 1X KLIK ... 👎👎"
ken Xml,Semakin kesini kek ampas bgt nih aplikasi dana nomor aktif cuma lupa pin doang eh malah di masukin pertanyaaan aneh padahal dana saya belum premium tolong di bereskan kalo lupa pin di buat bisa masukan kode otp lagi dong payah.
Syaiful Bchr,"aplikasi rusak, server lemot, sering gangguan, makin kesini makin gajelas, kalo masih blm ada perbaikan mending pindah ke apk sebelah, gausah di banyakin event, perbaiki dulu servernya biar ga lemot, biar ga nyusahin pas lagi transaksi"
M Khoirul Anwar,"Aplikasi makin lama makin lemot di buka, jaringan 4G+ masih aja loading lama buka dana, buka aplikasi lain lancar lancar aja"
Yadi Caniago,"Saya pengguna baru.. mula"" gk ada masalah.. tapi semakin kesini"" dh lemot"" buka apk susah.. harus nunggu dan extra sabar sampai dengan waktu yg tidak di tentukan.. kalau isi saldo nya juga lama baru masuk.. kalau bisa kami sebagai pengguna APK DANA.. jangan lah di kecewakan.. ini masalah uang boss.. uang boss.. semoga Mimin mengerti..🙏🙏🙏"
Alan,Sekarang ganti ke bintang tiga dan ada kekurang yang harus diperbaiki Bahwa saya sudah upgrage ke premium tapi kenapa belum bisa padahal saya mau beli akun dan pembayarannya lewat dana dan untuk scan itu rada susah jadi tolong perbaiki kembali
Eva Malang,Knpa sekarang jd gk karuan app nya.. dulu sangat membantu skali tp makin kesini saya gk bisa isi saldo.. dan gk bisa nyimpan kartu rekening saya . .. eror trus ayolaaahh permudah jngn di persulit
zae mole soetrisno,"Bayar listrik transaksi ganda uang gak dikembalikan karena transaksi berhasil, padahal DANA sendri yang ngasih notif transaksi belum diselesaikan. Dan DANA gak ngembaliin pembayaran listrik yang jelas jelas ganda dan saya SS bukti pembayaran nya."
Aldi Fikri,"Aplikasi apaan ini ,akun saya gabisa login padahal saya sudah berusaha buat menghubungi CS Dana lewat email sudah mau 1 bulan tidak ada kelanjutan dari pihak dana terkait akun saya yg tidak bisa di buka ,padahal di akun saya masih ada saldo dengan jumlah yg lumayan banyak tapi tidak ada dari pihak dana untuk tanggung jawab terhadap akun saya ,saya sudah coba email beberapa kali pun tidak ada jawaban ,apa apaan ini aplikasi,balikin uang saya woy"
Suji Yanto (Ianmaja0701),"Gak jelas , udah keluar mau masuk LG gak bisa malah d suruh update , sdh di update , masih jg disuruh email ke help@ dana.id balasanya malah msh banyak yg blom ditangani keluhannya , mau masuk aja gak bisa..."
Gunawan Braja,"Kenapa masa upgrade DANA tidak dapat di gunakan,di suruh nunggu 2 hari Parah...,bagaimana usaha mau lancar klo gini😇 Hadeh makin ga jelas... Lewat chat ga jelas... Email g jelas... Lewat WA makin ga jelas... Dach 4 hari akun dana ga bisa gunakan... Tapi berharap mah tetap berharap mudah2 cepat bisa gunakan lagi"
SAEFUL ROHIM,Aplikasi apa2 an ni... Gak bisa transaksi.. Percuma top up bisa giliran mau di pake gak bisa itu duit... Gangguan system melulu... Gak jelasssssss
Hendri Hen,"Kok sudah di instal,sudah di masuk kan kode nya tapi gk bisa di buka, sudah ber ulang ulang,kok menciptakan stres jadi nya padahal setiap nomor verifkasi yg di kirim berubsh ubah ,tetap saya masuk kan tapi gk juga ,apa memang sistem nya harus seperti ini"
Mari Anis,"Parah ni dana setelah saya tarik tunai dari aplikasi Snack video 8 ribu ke akun dana di data berhasil tapi saldo saya tidak bertambah tiba2 keluar sendiri suruh masuk ulang, pas di masukin ulang no yang saya biasa pakai tidak bisa masuk lagi...kacau ni kalau top up hilanglah uang ku kalau top up. Masuk aja ngk bisa gagal terus... Ayo kawan2 kita kompak turunkan rating dana ke 2 koma saya sampai sekarang tidak dapat masuk, tidak masuk akal tiba2 aja log out"
Asri Rahayu,"Bener banget guys,,,,dana premium gagal,, berkali kali gagal,,baru isi saldo mo bayar cicilan,,suruh upgrade premium dulu,,, akhirnya jatuh tempo terus kena denda gara gara dana gk bisa upgrade premium,,telp sampe buang duit beli pulsa,kirim email,ke cs jawabannya cuman suruh nunggu,,nunggu sampai kapan,,tuh saldo penting banget mo di pake buat bayar cicilan,sampe kena denda,,coba pikir,,udah susah di bikin susah.."
Lisah Ditya,Dari pagi sudah kirim persyaratan untuk ganti nomer sampai malam ga ada info lagi.. Kirim via email.. Ga ada info smpe sekarang.. Fix.. Ga pake dana lagi
Ervina Lavenia,Dana saya tiba2 ga bisa transaksi. Transfer ga bisa. Pake qris pun ga bisa disuruh hubungin cs tapi gak ada respon sm skli makin parah padahal saldo lumayan didana
rangga acoy,"Ini bagaimana aplikasi dana setelah saya logout,tidak bisa dibuka lagi,suruh di update,padahal dana saya sudah update aplikasi terbaru,,,tolong perbaiki secepatnya..."
Deen Arief,"Kagak jelas nih bikin aplikasi, masa bulan kmarin ada transaksi google 309.000 2x kemarin 43.000 hari ini 65.000 ( Anda telah bertransaksi google ) padahal gue kagak pernah berlangganan apapun, udah gue cek di playstore di apapun juga kagak ada yg dikaitkan, parah banget harusnya kalo ada transaksi tuh jelas keterangan nya berlangganan apa, inimah minta bantuan malah robot yg jawab terus ERROR !! KAGAK JELAS Mending pake Ovo🤬"
Dee Santuy,"Mohon maaf, kak. Seiring dengan aplikasi yang terus berkembang (update) tolong juga untuk proses loadingnya agak sedikit ditingkatkan lagi. Soalnya ketika hendak melakukan transaksi itu mengalami lag (stuck) terlebih dahulu. Semoga bisa diperbaiki. Saya yakin pasti bisa 🙏"
Pocong tidur Siang,Mengapa dana paylater saya belum muncul padahal saya sudah upgrade ke premium masih belum muncul juga padahal aku suka banget sama sama fitur dana paylater kepada pihak dana yang terhormat tolong munculkan kembali dana paylater🥺😭
WILY CLOUD,Mengecewakan. Padahal cuma hapus history nomor beli cepat. Sudah hubungi live gak gak respond. Komplain via Whatsapp gak bisa. Udah gak usah nyuruh komplain via e-mail. Saya sudah terlanjur kecewa. 😖
Franky Siringoringo,"Saya tidak bisa transfer ke bank mana pun. Selalu muncul notif ada yang salah dengan jaringan saya. Cache sudah di hapus bahkan data saya reset ulang, Uninstal, log out log in kembali, ganti jaringan wifi ke jaringan jaringan seluler begitu sebalik nya semua sudah di lakukan tetapi sama saja tidak bisa. Ketika di komen balasan nya selalu ke pusat bantuan. Memang fast respon tapi keluahan nya tidak teratasi sama sekali. Butuh waktu berapa lama untuk memproses nya ? 1 Abad ?"
Alfa 007,"Semangat berkarya smoga semakin sukses sehat&bahagia bertambah barokah dimudahkan segala urusan dan saling support, 🙏🏻 terimakasih DANA untuk saya yang tidak punya kartu transaksi (e-money...), mohon perbaiki kinerja sistem nya, saya tidak bisa buka aplikasi DANA,dan saya sudah mengikuti aturan,dan belum bisa kebuka, aplikasi di update tidak bisa, mohon pencerahannya, terimakasih"
laksamana gilang r,Saya baru saja kehilangan uang sebesar 52.170 akibat kelalai pihak dana yang membayar langganan tagihan Tampa konfirmasi dari pemilik akun padahal saya tidak pernah melakukan pembayaran Tampa konfirmasi dari saya selaku pemilik akun. jika ini terus terjadi maka saya mengajak teman teman untuk berhenti menggunakan aplikasi ini. Sebeb suatu saat mungkin bukan cuman 52.170 tetapi lebih banyak lagi Kepada pihak dana mohon konfirmasi dan penjelasannya
SANDI,Aplikasi bangke.... ga bisa top up padahal belum limit.... bikin apk harus nya servernya yg bagus... gangguan terus... bikin susahhh.. mending ke apk lain...
Steven Walanda806,"aplikasinya mantap,tidak repot2 ke bank buat rekening dgn berjuta persyaratannya,, Aplikasi dana mantap nyo poolll,..apalagi bagi kami yang ada di pedalaman papua, sangat2 membantu,,👍👍👍👍👍👍👍"
Apri Handoko (Beyonder),Verifikasi ke premium gagal teross.. di chat robot nya juga ga dilayanin saya. Alhasil uang saya terjebak di DANA tidak bisa saya apa apain lg gara2 harus verifikasi ke premium. Ribet pokoknya mending pake dompet digital yg laen.
Mezzaluna Askahaura,"Tolong dana, tindak lanjuti laporan aduan saya.. saya sudah top up tiba tiba saldo hilang ada transaksi tidak dikenal, sudah kirim laporan aduan lengkap tapi kenapa tidak ada tindak lanjutnya.. ditingkatkan pelayanannya untuk customernya Hati hati nasabah yang menggunakan dana silahkan berfikir ulang, tidak ada penyelesaian masalah disini"
Wawan Virgo,Akun saya kena spam pin dan akhirnya muncul tulisan (akun belum bisa dipakai). Coba hubungi CS lewat email ataupun jejaring sosial sama aja gak ada respon. Penanganan yang sangat memalukan. Menyesal gue pakai aplikasi ini.
Zehan Carima,"Gimana sihh, pas pendaftaran foto selfie bilang nya koneksi internet terus. Yang padahal saya pakai wifi bagus"" Aja jaringan lancarr. Di persulit sekaliii!"
avgan,"saran sy pembayaran dari transaksi QRIS lewat aplikasi lain dibuat bisa langsung masuk ke rekening / saldo dana tanpa menunggu lama karena para UMKM modal kecil butuh mutar uang cepet, juga bnyk pembeli yg pake macam2 aplikasi"
Agus Syaripudin,"Ewalet paling jelek di banding dengan yg lain, saya tf uang ga masuk tapi saldo saya hilang. Sering banget uang saya hilang gara2 transaksi pakai aplikasi ini . Maaf mau saya hapus aja aplikasi nya. Kecewa saya pernah install dan daftar aplikasi ini"
Sarif Robo (Pak Bos),"Aplikasi ini bagus, saran saya mohon segera di perbaikin ada beberapa fitur yg memang tidak berfungsi seperti di pembayaran PDAM itu beberapa daerah sudah tidak berfungsi."
Agus Hidayat,"Ga rekomen banget pake dana, 300rb uang hilang begitu saja, dan ternyata sudah banyak di komentar uang yg hilang di akun dana. Makasih sebelumnya dana, engga² lagi saya pake ini aplikasi untuk bertransaksi"
Siti Huzaimah,Ribet.. Udah upgrade premium.. Gagal.. Harus hubungi castamer servis.. Di hubungi di mintak data. Udah 3hari. Masih aja belum bisa. Untung suami ngirim saldo dikit
masudinnurul 1988,"Saya pengguna lama,terakhir saya transfer ke bank BCA ,mengapa harus menunggu transaksi selama 1 x 24 jam untuk di setujui? tidak ada alasan yang jelas!. Tujuan nya apa coba? DANA semakin tidak jelas! Tidak ada kemajuan!.saya kecewa."
RIAN YANUARDANI,Saya saranin kalo mau pembayaran kartu kredit mending jangan pakai e walet dana.. lama masuknya.. itu juga kalo masuk kalo engga ya wasalam..
muhamad sumantri,"Sering terjadi sistem sibuk, setelah topup ga langsung masuk, pemberitahuan udah ada tp saldo masih blum nambah, tolong dong diperbaiki udah beberap kali kaya gini mulu, sering gangguan. Di live chat pun tidak merespon"
Dini Anggraini,"Buruk sekali!!! ini kenapa saya baru isi saldo tiba"" terkirim tanpa sebab tiba"", saldo saya habiss tolong dong ini masa iya error"", terus atau sengaja uang customer di telan seperti itu ( saldo saya hilang padahal belum melakukan transaksi apapun )"
Armand Lukita Rahadi,"Tgl 29/04 akun dana saya masih bisa dibuka, lalu saya top up saldonya, akan tapi pada saat saya mau buka lagi di tgl 03/05/2023 saya tidak bisa login, dgn tulisan ""Nomor sudah terdaftar atas pengguna lain, mohon periksa kembali"". Saya hub CS via telp menurut nya nomor saya telah di ganti. Dan infonya juga kalo di tgl 29/04, ada penggunaan dri saldonya. Jadi saran saya jangan coba2 top up saldo, karena dgn mudahnya yg nge hack merubah nomor, tpi tidak ada verifikasi sedikit pun ke nomor sblmnya"
Nida Marlyah,"Lama lama Jd semakin jelek banget apa2nya, ribet,Jd ada potongan besar sekali + mau upgrade susah banget Poto KTP susaaah masuknya,,ada terlihat sedikit modusnya (UNINSTAL)"
Masda Aritonang,Sudah 2 kali saldo saya disedot dana dengan seenak jidat Padahal setiap transaksi saya verifikasi muka. Tiba2 saldo bisa hilang diambil dana . Walaupun cuma 32 rb tapi itu uang cape bro
Peri Suprianto,"Kenapa di tahun 2023 Dana malah eror,padahal dulu ini apk luar biasa. Tolong di perbaiki. Mau Trasfer susah banget apk yang MENGECEWAKAN PARAH 😡.. Yg balas bot gak ada gunanya hadeh"
Sakun Ajha,Kurang respon kalo ada komplain saya komplain mengenai transaksi saya sudah 2 hari tidak ada respon sama sekali..sangat mengecewakan sebagi pengguna yg selalu aktif pemakaian ny
Muhammad Sa'adillah,"gak ikhlas gua, beli voucher malah gak bisa di pake saat melakukan pembelian. Padahal udah sesuai dengan syarat minimal pembelian. Emang ni dana ga jelas sistem nya. Kalo komplain ke cs pasti di suruh hapus cache atau update aplikasi aneh banget ke cs Indihome. Ga profesional banget. Makasih."
Diyah Ayu,Tolong dong aplikasi ini diperbaiki lagi dan saat mau update ke premium yang harus menggunakan wajah dan KTP diperbaiki atau diubah menjadi memasukkan sidik jari dan nomer mik KTP karena itu jauh lebih bagus untuk pengguna tunanetra Trima kasih
muh rodiyan,"Saya ubah dulu, karena saldo TOP UP saya belum masuk2 sejak jumat, Just info, Aplikasi live chat nya tidak merespon saat anda sudah menginformasikan keluhan...... Jadi percuma saja ada fitur live chat.... Sudah telp berkali2 tp tetap saja jawabannya ""sedang di tindak lanjutin"""
Anjir,"Baru dowload, kenapa selalu ada kesalaham pas masukin akum email, dan ada tulisan tidak ada koneksi dilobby, padahal koneksi aman an aja, mojonnperbaiki"
Aditio Akbar,Tiap beli pulsa selalu kena begal proteksi layar karena otomatis ikut pembayaran kalau lupa hapus centang proteksi layar. Menurut saya ini merugikan dan terkesan menjebak. Fitur gak guna yang menurut saya harus dihilangkan di menu pembelian pulsa. Terima kasih.
wasnadi wasnadi,"Iklannya dimana mana tetapi penanganan oleh customer service nya begitu lama ,menunggu dan menunggu .transferan status berhasil tetapi tidak ada penambahan dana ,dari pentranfer juga sejumlah dana yang di trasfer sudah terpotong ,sampai lebih 4 hari ini belum ada kejelasan uang akan kembalikan. di suruh menunggu dan menunggu begitu terus jawaban nya .saya mengharapkan dana nya Bisa di kembalikan .karena segitu buat kami dana yang besar ,."
